,year,instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize
385,2017,2017/A/3/ER_300_50_6.tgf,301,22629,0.249765,1,1,1,301.0,301
386,2017,2017/A/3/ER_300_60_9.tgf,301,27071,0.298794,1,1,1,301.0,301
387,2017,2017/A/3/ER_400_60_7.tgf,401,47932,0.298083,1,1,1,401.0,401
388,2017,2017/A/3/ER_400_70_1.tgf,401,56027,0.348424,1,1,1,401.0,401
389,2017,2017/A/3/ER_400_70_3.tgf,401,56135,0.349096,1,1,1,401.0,401
390,2017,2017/A/3/ER_500_80_10.tgf,501,100333,0.399731,1,1,1,501.0,501
391,2017,2017/A/3/ER_500_80_2.tgf,501,100342,0.399767,1,1,1,501.0,501
392,2017,2017/A/3/ER_500_80_4.tgf,501,100271,0.399484,1,1,1,501.0,501
393,2017,2017/A/3/ER_500_80_7.tgf,501,100212,0.399249,1,1,1,501.0,501
394,2017,2017/A/3/ferry2.pfile-L2-C1-03.pddl.1.cnf.tgf,123,211,0.0139467,19,96,27,2.0,2
395,2017,2017/A/3/ferry2.pfile-L2-C1-04.pddl.6.cnf.tgf,219,359,0.00748525,18,128,27,4.37037,6
396,2017,2017/A/3/ferry2.pfile-L2-C1-05.pddl.1.cnf.tgf,123,211,0.0139467,19,96,27,2.0,2
397,2017,2017/A/3/ferry2.pfile-L2-C1-09.pddl.6.cnf.tgf,219,359,0.00748525,18,128,27,4.37037,6
398,2017,2017/A/3/ferry2.pfile-L2-C4-05.pddl.1.cnf.tgf,251,424,0.00673005,23,206,45,2.0,2
399,2017,2017/A/3/ferry2.pfile-L3-C1-06.pddl.1.cnf.tgf,164,287,0.0106707,17,131,33,2.0,2
400,2017,2017/A/3/ferry2.pfile-L3-C1-07.pddl.1.cnf.tgf,164,287,0.0106707,25,131,33,2.0,2
401,2017,2017/A/3/ferry2.pfile-L3-C4-01.pddl.3.cnf.tgf,1180,2156,0.00154841,62,916,100,3.64,88
402,2017,2017/A/3/fresno-county-rural-transit-agency_20151216_1934.gml.50.tgf,77,128,0.0215888,5,35,16,3.625,8
403,2017,2017/A/3/grd_10745_1_4.tgf,10745,578373,0.00500951,3,770,1,9976.0,9976
404,2017,2017/A/3/grd_11564_1_6.tgf,11564,670510,0.00501405,3,713,1,10852.0,10852
405,2017,2017/A/3/grd_6279_4_6.tgf,6279,790439,0.0200488,3,337,1,5943.0,5943
406,2017,2017/A/3/grd_6318_2_5.tgf,6318,399860,0.0100173,3,399,1,5920.0,5920
407,2017,2017/A/3/grd_8034_1_2.tgf,8034,323193,0.00500724,3,571,1,7464.0,7464
408,2017,2017/A/3/grd_8374_2_6.tgf,8374,701228,0.00999985,3,468,1,7907.0,7907
409,2017,2017/A/3/irvine-shuttle_20091229_1547.gml.80.tgf,43,79,0.0427258,5,13,9,4.33333,8
410,2017,2017/A/3/long-island-railroad_20090825_0512.gml.20.tgf,123,305,0.02016,4,44,9,9.77778,66
411,2017,2017/A/3/massachusetts_nrta_2014-12-03.gml.20.tgf,130,185,0.0109467,7,93,21,2.7619,6
412,2017,2017/A/3/massachusetts_srta_2014-11-13.gml.50.tgf,96,193,0.0209418,6,29,9,8.44444,38
413,2017,2017/A/3/metro-bilbao_20110407_1059.gml.80.tgf,39,72,0.0473373,4,5,5,7.8,16
414,2017,2017/A/3/scc_1440_60_5_22.tgf,1440,261893,0.126299,2,5,5,288.0,295
415,2017,2017/A/3/scc_1460_40_20_20.tgf,1460,242241,0.113643,2,4,4,365.0,379
416,2017,2017/A/3/scc_5203_50_10_4.tgf,5203,668472,0.0246931,21,50,50,104.06,138
417,2017,2017/A/3/scc_5327_70_20_5.tgf,5327,1265815,0.0446072,14,42,42,126.833,143
418,2017,2017/A/3/scc_5789_30_10_1.tgf,5789,690692,0.02061,19,50,50,115.78,138
419,2017,2017/A/3/scc_6068_50_5_3.tgf,6068,676370,0.0183693,20,47,47,129.106,149
420,2017,2017/A/3/scc_6083_40_5_4.tgf,6083,616216,0.0166532,20,44,44,138.25,158
421,2017,2017/A/3/scc_6140_30_10_5.tgf,6140,791380,0.0209917,22,46,46,133.478,159
422,2017,2017/A/3/scc_647_60_15_6.tgf,647,251137,0.599932,1,1,1,647.0,647
423,2017,2017/A/3/scc_6542_60_5_4.tgf,6542,841760,0.0196683,20,48,48,136.292,167
424,2017,2017/A/3/scc_7123_70_5_5.tgf,7123,1230875,0.0242598,16,41,41,173.732,202
425,2017,2017/A/3/sembuster_1200.tgf,1200,161200,0.111944,401,800,800,1.5,2
426,2017,2017/A/3/sembuster_600.tgf,600,40600,0.112778,201,400,400,1.5,2
427,2017,2017/A/3/sembuster_900.tgf,900,90900,0.112222,301,600,600,1.5,2
428,2017,2017/A/3/stb_340_455.tgf,340,3550,0.0307093,2,10,1,331.0,331
429,2017,2017/A/3/stb_379_470.tgf,379,3568,0.0248397,2,17,1,363.0,363
430,2017,2017/A/3/stb_388_75.tgf,388,5023,0.0333657,4,28,2,181.0,357
431,2017,2017/A/3/stb_434_435.tgf,434,4326,0.0229671,5,22,2,207.0,409
432,2017,2017/A/3/stb_437_87.tgf,437,3562,0.0186522,2,25,1,413.0,413
433,2017,2017/A/3/stb_471_389.tgf,471,5097,0.0229759,2,33,1,439.0,439
434,2017,2017/A/3/stb_474_78.tgf,474,6172,0.0274707,2,33,1,442.0,442
435,2017,2017/A/3/stb_496_268.tgf,496,5773,0.023466,4,22,2,238.0,458
436,2017,2017/A/3/stb_499_147.tgf,499,3601,0.0144618,3,29,1,471.0,471
437,2017,2017/A/3/stb_541_355.tgf,541,5358,0.0183066,6,37,3,169.0,504
438,2017,2017/A/3/stb_596_207.tgf,596,3780,0.0106414,3,25,1,572.0,572
439,2017,2017/A/3/WS_200_28_90_50.tgf,200,2800,0.07,1,1,1,200.0,200
440,2017,2017/A/3/WS_300_16_70_70.tgf,300,2400,0.0266667,1,1,1,300.0,300
441,2017,2017/A/3/WS_300_16_90_70.tgf,300,2400,0.0266667,1,1,1,300.0,300
442,2017,2017/A/3/WS_300_24_50_10.tgf,300,3600,0.04,1,1,1,300.0,300
443,2017,2017/A/3/WS_300_24_50_30.tgf,300,3600,0.04,1,1,1,300.0,300
444,2017,2017/A/3/WS_300_24_50_50.tgf,300,3600,0.04,1,1,1,300.0,300
445,2017,2017/A/3/WS_400_16_50_70.tgf,400,3200,0.02,1,1,1,400.0,400
446,2017,2017/A/3/WS_400_32_30_50.tgf,400,6400,0.04,1,1,1,400.0,400
447,2017,2017/A/3/WS_400_32_30_70.tgf,400,6400,0.04,1,1,1,400.0,400
448,2017,2017/A/3/WS_500_24_30_50.tgf,500,6000,0.024,1,1,1,500.0,500
449,2017,2017/A/3/yamhill-or-us.gml.20.tgf,157,241,0.00977727,9,89,17,5.0,47
450,2017,2017/A/1/admbuster_1000.tgf,1000,1498,0.001498,1,1000,0,0.0,1
451,2017,2017/A/1/admbuster_2000.tgf,2000,2998,0.0007495,1,2000,0,0.0,1
452,2017,2017/A/1/admbuster_4000.tgf,4000,5998,0.000374875,1,4000,0,0.0,1
453,2017,2017/A/1/admbuster_6000.tgf,6000,8998,0.000249944,1,6000,0,0.0,1
454,2017,2017/A/1/afinput_exp_acyclic_depvary_step3_batch_yyy01.tgf,50,1478,0.5912,3,13,1,38.0,38
455,2017,2017/A/1/afinput_exp_acyclic_indvary1_step5_batch_yyy04.tgf,26,90,0.133136,3,20,1,7.0,7
456,2017,2017/A/1/afinput_exp_acyclic_indvary1_step5_batch_yyy09.tgf,41,543,0.323022,3,22,1,20.0,20
457,2017,2017/A/1/afinput_exp_acyclic_indvary3_step1_batch_yyy10.tgf,30,85,0.0944444,3,23,1,8.0,8
458,2017,2017/A/1/afinput_exp_cycles_indvary3_step8_batch_yyy07.tgf,15,1,0.00444444,1,15,0,0.0,1
459,2017,2017/A/1/BA_120_30_3.tgf,121,157,0.0107233,6,84,13,3.84615,17
460,2017,2017/A/1/BA_180_10_2.tgf,181,199,0.0060743,6,162,10,2.9,7
461,2017,2017/A/1/BA_200_10_5.tgf,201,221,0.00547016,8,180,16,2.3125,4
462,2017,2017/A/1/BA_40_80_5.tgf,41,73,0.0434265,4,8,5,7.6,29
463,2017,2017/A/1/BA_60_70_3.tgf,61,102,0.027412,4,19,4,11.5,38
464,2017,2017/A/1/brookings-or-us.gml.50.tgf,12,18,0.125,4,6,3,3.0,5
465,2017,2017/A/1/caravan-or-us.gml.80.tgf,19,37,0.102493,3,4,4,4.75,7
466,2017,2017/A/1/ER_100_100_1.tgf,102,5094,0.489619,1,1,1,102.0,102
467,2017,2017/A/1/ER_100_50_6.tgf,101,2489,0.243996,1,1,1,101.0,101
468,2017,2017/A/1/ER_100_90_4.tgf,101,4556,0.446623,1,1,1,101.0,101
469,2017,2017/A/1/ER_200_70_5.tgf,201,14053,0.347838,1,1,1,201.0,201
470,2017,2017/A/1/ER_300_100_4.tgf,302,45313,0.496831,1,1,1,302.0,302
471,2017,2017/A/1/ferry2.pfile-L2-C1-05.pddl.3.cnf.tgf,205,334,0.00794765,23,143,37,2.67568,15
472,2017,2017/A/1/ferry2.pfile-L2-C1-08.pddl.1.cnf.tgf,86,136,0.0183883,17,65,21,2.0,2
473,2017,2017/A/1/ferry2.pfile-L2-C2-08.pddl.1.cnf.tgf,135,220,0.0120713,19,106,29,2.0,2
474,2017,2017/A/1/ferry2.pfile-L3-C1-04.pddl.2.cnf.tgf,273,507,0.00680272,29,207,31,3.12903,37
475,2017,2017/A/1/ferry2.pfile-L3-C2-02.pddl.2.cnf.tgf,528,1012,0.00363005,43,411,51,3.29412,26
476,2017,2017/A/1/grd_1790_4_8.tgf,1790,64086,0.0200012,3,110,1,1681.0,1681
477,2017,2017/A/1/grd_2065_1_8.tgf,2065,21185,0.00496808,3,505,1,1561.0,1561
478,2017,2017/A/1/grd_418_2_9.tgf,418,1747,0.00999863,3,143,1,276.0,276
479,2017,2017/A/1/grd_489_5_8.tgf,489,5944,0.0248577,3,352,1,138.0,138
480,2017,2017/A/1/hut-airport-shuttle_20120105_0729.gml.50.tgf,7,7,0.142857,3,6,1,2.0,2
481,2017,2017/A/1/massachusetts_vineyardfastferry_2015-11-13.gml.50.tgf,2,1,0.25,1,2,0,0.0,1
482,2017,2017/A/1/rockland-county-department-of-public-transportation_20121220_2018.gml.20.tgf,16,30,0.117188,3,8,2,5.0,7
483,2017,2017/A/1/scc_1109_50_10_5.tgf,1109,33830,0.0275067,19,43,43,25.7907,39
484,2017,2017/A/1/scc_1439_40_15_17.tgf,1439,63081,0.0304633,16,47,47,30.617,42
485,2017,2017/A/1/scc_341_30_5_9.tgf,341,2715,0.0233486,8,23,18,18.6667,24
486,2017,2017/A/1/scc_845_40_5_19.tgf,845,11331,0.0158692,19,46,46,18.3696,28
487,2017,2017/A/1/scc_989_70_15_3.tgf,989,42499,0.0434496,19,36,36,27.4722,36
488,2017,2017/A/1/sembuster_150.tgf,150,2650,0.117778,51,100,100,1.5,2
489,2017,2017/A/1/sembuster_60.tgf,60,460,0.127778,21,40,40,1.5,2
490,2017,2017/A/1/stb_190_70.tgf,190,821,0.0227424,5,40,2,76.0,147
491,2017,2017/A/1/stb_196_281.tgf,196,2384,0.0620575,2,15,1,182.0,182
492,2017,2017/A/1/stb_291_2.tgf,291,3361,0.0396901,2,10,1,282.0,282
493,2017,2017/A/1/stb_389_42.tgf,389,1652,0.0109172,3,34,1,356.0,356
494,2017,2017/A/1/stb_437_137.tgf,437,1539,0.0080589,5,70,2,184.5,366
495,2017,2017/A/1/WS_100_12_10_70.tgf,100,600,0.06,1,1,1,100.0,100
496,2017,2017/A/1/WS_100_12_50_30.tgf,100,600,0.06,1,1,1,100.0,100
497,2017,2017/A/1/WS_100_18_30_10.tgf,100,900,0.09,1,1,1,100.0,100
498,2017,2017/A/1/WS_100_6_70_30.tgf,100,300,0.03,3,5,1,96.0,96
499,2017,2017/A/1/WS_500_16_30_70.tgf,500,4000,0.016,1,1,1,500.0,500
500,2017,2017/A/4/admbuster_1000000.tgf,1000000,1499998,0.000420452,1,1000000,0,0.0,1
501,2017,2017/A/4/admbuster_2000000.tgf,2000000,2999998,0.00216536,1,2000000,0,0.0,1
502,2017,2017/A/4/admbuster_200000.tgf,200000,299998,0.000222998,1,200000,0,0.0,1
503,2017,2017/A/4/admbuster_500000.tgf,500000,749998,0.000840902,1,500000,0,0.0,1
504,2017,2017/A/4/afinput_exp_acyclic_depvary_step5_batch_yyy09.tgf,1167,1320947,0.969937,3,15,1,1153.0,1153
505,2017,2017/A/4/afinput_exp_acyclic_depvary_step7_batch_yyy08.tgf,1009,969854,0.95263,3,23,1,987.0,987
506,2017,2017/A/4/afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,971,893586,0.947759,3,31,1,941.0,941
507,2017,2017/A/4/afinput_exp_acyclic_indvary1_step2_batch_yyy07.tgf,1028,1039471,0.983617,3,10,1,1019.0,1019
508,2017,2017/A/4/afinput_exp_acyclic_indvary2_step2_batch_yyy02.tgf,1449,2057657,0.980023,3,9,1,1441.0,1441
509,2017,2017/A/4/afinput_exp_acyclic_indvary2_step2_batch_yyy07.tgf,1223,1448126,0.968174,3,14,1,1210.0,1210
510,2017,2017/A/4/afinput_exp_acyclic_indvary2_step2_batch_yyy09.tgf,1056,1082664,0.970881,3,8,1,1049.0,1049
511,2017,2017/A/4/afinput_exp_cycles_depvary_step4_batch_yyy07.tgf,1129,1252049,0.982276,3,11,1,1119.0,1119
512,2017,2017/A/4/afinput_exp_cycles_indvary2_step1_batch_yyy06.tgf,1063,1103679,0.976734,3,11,1,1053.0,1053
513,2017,2017/A/4/afinput_exp_cycles_indvary2_step1_batch_yyy08.tgf,1079,1129058,0.96978,3,20,1,1060.0,1060
514,2017,2017/A/4/arlington_va_2016-01.gml.20.tgf,624,847,0.00217528,14,460,106,2.54717,20
515,2017,2017/A/4/BA_100_40_3.tgf,101,141,0.0138222,6,60,14,3.92857,11
516,2017,2017/A/4/BA_100_50_1.tgf,101,151,0.0148025,5,50,15,4.4,22
517,2017,2017/A/4/BA_100_70_1.tgf,101,170,0.016665,4,31,9,8.77778,46
518,2017,2017/A/4/BA_160_90_1.tgf,161,305,0.0117665,5,16,8,19.125,112
519,2017,2017/A/4/BA_180_80_2.tgf,181,325,0.00992033,5,36,17,9.52941,48
520,2017,2017/A/4/BA_200_20_4.tgf,201,241,0.0059652,9,160,26,2.57692,4
521,2017,2017/A/4/BA_200_50_3.tgf,201,301,0.00745031,8,100,29,4.48276,24
522,2017,2017/A/4/BA_200_80_1.tgf,201,361,0.00893542,5,40,12,14.4167,126
523,2017,2017/A/4/BA_60_80_5.tgf,61,109,0.0292932,3,12,7,8.0,37
524,2017,2017/A/4/BA_80_70_3.tgf,81,136,0.0207285,5,25,8,8.0,20
525,2017,2017/A/4/bw2.pfile-3-06.pddl.6.cnf.tgf,970,1768,0.00187905,43,729,73,4.30137,6
526,2017,2017/A/4/bw2.pfile-4-03.pddl.1.cnf.tgf,908,1899,0.00230331,61,821,87,2.0,2
527,2017,2017/A/4/bw3.pfile-3-01.pddl.1.cnf.tgf,1644,3778,0.00139784,79,1534,110,2.0,2
528,2017,2017/A/4/bw3.pfile-3-02.pddl.5.cnf.tgf,515,931,0.00351023,11,158,14,26.5,245
529,2017,2017/A/4/bw3.pfile-3-08.pddl.6.cnf.tgf,652,1159,0.00272639,39,468,52,4.53846,10
530,2017,2017/A/4/bw3.pfile-4-03.pddl.4.cnf.tgf,2943,5610,0.000647713,117,2731,212,2.0,2
531,2017,2017/A/4/bw3.pfile-4-08.pddl.3.cnf.tgf,2290,4343,0.000828169,85,1901,125,4.112,136
532,2017,2017/A/4/bw3.pfile-4-08.pddl.6.cnf.tgf,1882,3521,0.000994092,85,1559,107,4.01869,10
533,2017,2017/A/4/carroll-transit-system_20151202_1957.gml.50.tgf,56,117,0.0373087,6,11,4,12.25,37
534,2017,2017/A/4/cascades-east-transit_20151217_0811.gml.80.tgf,207,457,0.0106654,4,15,10,20.2,151
535,2017,2017/A/4/ecobici.stats_20141007_2248.gml.50.tgf,4730,8936,0.000399412,16,1500,680,5.75,541
536,2017,2017/A/4/ER_300_10_10.tgf,301,4531,0.0500105,1,1,1,301.0,301
537,2017,2017/A/4/ER_300_30_6.tgf,301,13441,0.148354,1,1,1,301.0,301
538,2017,2017/A/4/ER_300_40_8.tgf,301,17954,0.198166,1,1,1,301.0,301
539,2017,2017/A/4/ER_400_50_2.tgf,401,39879,0.248002,1,1,1,401.0,401
540,2017,2017/A/4/ER_400_50_5.tgf,401,40236,0.250222,1,1,1,401.0,401
541,2017,2017/A/4/ER_400_50_7.tgf,401,40108,0.249426,1,1,1,401.0,401
542,2017,2017/A/4/ER_400_60_10.tgf,401,48469,0.301422,1,1,1,401.0,401
543,2017,2017/A/4/ER_400_60_4.tgf,401,47799,0.297256,1,1,1,401.0,401
544,2017,2017/A/4/ER_400_60_9.tgf,401,48199,0.299743,1,1,1,401.0,401
545,2017,2017/A/4/ER_500_70_2.tgf,501,87768,0.349672,1,1,1,501.0,501
546,2017,2017/A/4/ferry2.pfile-L2-C4-07.pddl.1.cnf.tgf,471,916,0.00412908,31,402,69,2.0,2
547,2017,2017/A/4/ferry2.pfile-L3-C1-010.pddl.6.cnf.tgf,348,594,0.00490488,21,229,39,4.05128,6
548,2017,2017/A/4/grd_12259_4_5.tgf,12259,3005768,0.0200007,3,2941,1,9319.0,9319
549,2017,2017/A/4/grd_12428_2_2.tgf,12428,1545521,0.0100063,3,477,1,11952.0,11952
550,2017,2017/A/4/grd_13651_2_3.tgf,13651,1862577,0.00999506,3,446,1,13206.0,13206
551,2017,2017/A/4/grd_14484_5_2.tgf,14484,5242744,0.0249909,3,786,1,13699.0,13699
552,2017,2017/A/4/grd_6993_4_2.tgf,6993,978656,0.0200126,3,826,1,6168.0,6168
553,2017,2017/A/4/grd_7708_3_5.tgf,7708,891885,0.0150115,3,597,1,7112.0,7112
554,2017,2017/A/4/grd_7891_3_9.tgf,7891,934806,0.0150127,3,373,1,7519.0,7519
555,2017,2017/A/4/grd_8600_4_4.tgf,8600,1480243,0.0200141,3,879,1,7722.0,7722
556,2017,2017/A/4/grd_9795_5_5.tgf,9795,2399841,0.0250135,3,1992,1,7804.0,7804
557,2017,2017/A/4/longueuil_qc_2016-01.gml.20.tgf,2241,3537,0.00070429,15,1467,313,3.47284,101
558,2017,2017/A/4/metro-st-louis_20130916_1522.gml.80.tgf,5363,12027,0.000418159,11,317,237,22.2911,2882
559,2017,2017/A/4/orange-county-transportation-authority_20151202_1534.gml.20.tgf,4065,6543,0.000395964,24,2371,549,4.08561,289
560,2017,2017/A/4/rtc-ride_20141220_0137.gml.80.tgf,827,1807,0.00264209,17,71,51,15.8235,365
561,2017,2017/A/4/scc_1457_30_5_21.tgf,1457,319587,0.150546,1,2,2,728.5,754
562,2017,2017/A/4/scc_1476_70_15_24.tgf,1476,763960,0.350669,1,2,2,738.0,761
563,2017,2017/A/4/scc_7210_40_15_1.tgf,7210,1548868,0.029795,19,49,49,147.143,181
564,2017,2017/A/4/scc_8409_30_10_4.tgf,8409,1423349,0.020129,19,50,50,168.18,204
565,2017,2017/A/4/scc_8643_60_5_2.tgf,8643,1495784,0.0200235,19,47,47,183.894,211
566,2017,2017/A/4/scc_8752_70_20_1.tgf,8752,3318849,0.0433284,20,49,49,178.612,217
567,2017,2017/A/4/scc_9013_50_15_5.tgf,9013,2591664,0.0319036,18,50,50,180.26,212
568,2017,2017/A/4/scc_9183_50_5_4.tgf,9183,1568748,0.018603,18,43,43,213.558,247
569,2017,2017/A/4/scc_9446_70_5_2.tgf,9446,2002355,0.0224412,21,48,48,196.792,236
570,2017,2017/A/4/sembuster_1500.tgf,1500,251500,0.111778,501,1000,1000,1.5,2
571,2017,2017/A/4/sembuster_1800.tgf,1800,361800,0.111667,601,1200,1200,1.5,2
572,2017,2017/A/4/sembuster_2400.tgf,2400,642400,0.111528,801,1600,1600,1.5,2
573,2017,2017/A/4/sembuster_3000.tgf,3000,1003000,0.111444,1001,2000,2000,1.5,2
574,2017,2017/A/4/sembuster_4200.tgf,4200,1964200,0.111349,1401,2800,2800,1.5,2
575,2017,2017/A/4/sembuster_4800.tgf,4800,2564800,0.111319,1601,3200,3200,1.5,2
576,2017,2017/A/4/sembuster_5400.tgf,5400,3245400,0.111296,1801,3600,3600,1.5,2
577,2017,2017/A/4/sembuster_6000.tgf,6000,4006000,0.111278,2001,4000,4000,1.5,2
578,2017,2017/A/4/sembuster_7500.tgf,7500,6257500,0.111244,2501,5000,5000,1.5,2
579,2017,2017/A/4/spacecoast_fl_2015-12-02.gml.50.tgf,875,1468,0.00191739,15,376,167,3.98802,40
580,2017,2017/A/4/stb_480_171.tgf,480,5550,0.0240885,4,26,2,228.0,452
581,2017,2017/A/4/stb_559_238.tgf,559,4902,0.0156874,4,19,2,271.0,537
582,2017,2017/A/4/stb_634_218.tgf,634,4249,0.0105708,3,19,1,616.0,616
583,2017,2017/A/4/stb_639_212.tgf,639,5440,0.0133229,2,37,1,603.0,603
584,2017,2017/A/4/stb_657_104.tgf,657,4499,0.0104228,5,26,2,316.5,630
585,2017,2017/A/4/stb_673_456.tgf,673,8526,0.0188241,4,15,2,330.0,657
586,2017,2017/A/4/stb_697_110.tgf,697,9810,0.0201931,5,19,2,340.0,678
587,2017,2017/A/4/stb_724_345.tgf,724,7302,0.0139304,4,35,2,345.5,690
588,2017,2017/A/4/stb_754_180.tgf,754,7630,0.0134209,3,32,1,723.0,723
589,2017,2017/A/4/villavesas_20150331_1146.gml.50.tgf,505,1011,0.00396432,10,130,60,7.25,231
590,2017,2017/A/4/WS_300_24_50_70.tgf,300,3600,0.04,1,1,1,300.0,300
591,2017,2017/A/4/WS_300_24_70_10.tgf,300,3600,0.04,1,1,1,300.0,300
592,2017,2017/A/4/WS_300_24_70_30.tgf,300,3600,0.04,1,1,1,300.0,300
593,2017,2017/A/4/WS_300_24_70_50.tgf,300,3600,0.04,1,1,1,300.0,300
594,2017,2017/A/4/WS_300_32_50_70.tgf,300,4800,0.0533333,1,1,1,300.0,300
595,2017,2017/A/4/WS_400_16_70_50.tgf,400,3200,0.02,1,1,1,400.0,400
596,2017,2017/A/4/WS_400_16_90_30.tgf,400,3200,0.02,1,1,1,400.0,400
597,2017,2017/A/4/WS_500_24_30_10.tgf,500,6000,0.024,1,1,1,500.0,500
598,2017,2017/A/4/WS_500_24_30_30.tgf,500,6000,0.024,1,1,1,500.0,500
599,2017,2017/A/4/WS_500_24_30_70.tgf,500,6000,0.024,1,1,1,500.0,500
600,2017,2017/A/2/admbuster_10000.tgf,10000,14998,0.00014998,1,10000,0,0.0,1
601,2017,2017/A/2/admbuster_20000.tgf,20000,29998,7.4995e-05,1,20000,0,0.0,1
602,2017,2017/A/2/admbuster_8000.tgf,8000,11998,0.000187469,1,8000,0,0.0,1
603,2017,2017/A/2/afinput_exp_acyclic_depvary_step6_batch_yyy05.tgf,626,358110,0.913835,3,31,1,596.0,596
604,2017,2017/A/2/afinput_exp_cycles_depvary_step4_batch_yyy01.tgf,443,184836,0.941844,3,16,1,428.0,428
605,2017,2017/A/2/afinput_exp_cycles_depvary_step4_batch_yyy03.tgf,457,198259,0.949293,3,19,1,439.0,439
606,2017,2017/A/2/afinput_exp_cycles_indvary1_step1_batch_yyy04.tgf,441,187078,0.961935,3,10,1,432.0,432
607,2017,2017/A/2/afinput_exp_cycles_indvary3_step1_batch_yyy04.tgf,522,231830,0.850802,3,27,1,496.0,496
608,2017,2017/A/2/BA_160_20_3.tgf,161,193,0.0074457,6,128,24,2.375,4
609,2017,2017/A/2/BA_180_20_1.tgf,181,217,0.00662373,7,144,23,2.6087,7
610,2017,2017/A/2/BA_200_30_2.tgf,201,261,0.00646024,7,140,18,4.38889,23
611,2017,2017/A/2/BA_60_60_3.tgf,61,97,0.0260683,6,24,8,5.625,20
612,2017,2017/A/2/BA_80_50_1.tgf,81,121,0.0184423,5,40,10,5.1,22
613,2017,2017/A/2/bw2.pfile-3-02.pddl.2.cnf.tgf,161,285,0.0109949,17,122,27,2.44444,14
614,2017,2017/A/2/bw2.pfile-3-08.pddl.2.cnf.tgf,161,285,0.0109949,17,122,27,2.44444,14
615,2017,2017/A/2/bw3.pfile-3-04.pddl.2.cnf.tgf,490,944,0.0039317,43,410,44,2.81818,38
616,2017,2017/A/2/commute.org_20140813_1738.gml.20.tgf,116,198,0.0147146,5,69,17,3.76471,13
617,2017,2017/A/2/ER_200_30_8.tgf,201,5990,0.148264,1,1,1,201.0,201
618,2017,2017/A/2/ER_200_40_8.tgf,201,8108,0.200688,1,1,1,201.0,201
619,2017,2017/A/2/ER_400_100_10.tgf,402,80402,0.497525,1,1,1,402.0,402
620,2017,2017/A/2/ER_400_100_3.tgf,402,80404,0.497537,1,1,1,402.0,402
621,2017,2017/A/2/ER_400_80_8.tgf,401,64140,0.398878,1,1,1,401.0,401
622,2017,2017/A/2/ferry2.pfile-L2-C1-04.pddl.4.cnf.tgf,175,274,0.00894694,24,132,43,2.0,2
623,2017,2017/A/2/ferry2.pfile-L2-C3-01.pddl.1.cnf.tgf,190,316,0.00875346,21,153,37,2.0,2
624,2017,2017/A/2/ferry2.pfile-L3-C4-09.pddl.2.cnf.tgf,1207,2390,0.00164053,55,959,72,4.44444,74
625,2017,2017/A/2/go-taps_20150524_1019.gml.20.tgf,161,232,0.00895027,9,120,24,2.70833,7
626,2017,2017/A/2/grd_1697_5_7.tgf,1697,71714,0.0249023,3,352,1,1346.0,1346
627,2017,2017/A/2/grd_1948_5_1.tgf,1948,94841,0.024993,3,524,1,1425.0,1425
628,2017,2017/A/2/grd_3018_3_7.tgf,3018,137019,0.0150433,3,392,1,2627.0,2627
629,2017,2017/A/2/grd_3908_2_1.tgf,3908,152608,0.00999236,3,430,1,3479.0,3479
630,2017,2017/A/2/grd_5178_1_1.tgf,5178,134016,0.00499842,3,470,1,4709.0,4709
631,2017,2017/A/2/kanawha-valley-regional-transportation-authority-krt_20150126_1340.gml.20.tgf,104,179,0.0165496,6,62,14,4.0,15
632,2017,2017/A/2/scc_1046_50_20_12.tgf,1046,74278,0.0678886,3,11,11,95.0909,103
633,2017,2017/A/2/scc_1106_70_10_20.tgf,1106,96661,0.0790207,7,12,12,92.1667,112
634,2017,2017/A/2/scc_1450_40_5_10.tgf,1450,88794,0.0422326,5,11,11,131.818,150
635,2017,2017/A/2/scc_1480_60_5_3.tgf,1480,184449,0.0842079,4,8,8,185.0,206
636,2017,2017/A/2/scc_387_50_10_19.tgf,387,74585,0.498,1,1,1,387.0,387
637,2017,2017/A/2/sembuster_300.tgf,300,10300,0.114444,101,200,200,1.5,2
638,2017,2017/A/2/south-metro-area-regional-transit_20151216_1704.gml.20.tgf,177,273,0.00871397,6,115,19,4.26316,32
639,2017,2017/A/2/stb_422_250.tgf,422,4680,0.0262797,2,35,1,388.0,388
640,2017,2017/A/2/stb_428_430.tgf,428,3702,0.0202092,6,33,3,132.667,395
641,2017,2017/A/2/stb_547_485.tgf,547,3440,0.011497,3,37,1,511.0,511
642,2017,2017/A/2/stb_593_45.tgf,593,3475,0.00988201,5,35,2,280.0,557
643,2017,2017/A/2/stb_657_292.tgf,657,3495,0.00809686,5,39,2,310.0,614
644,2017,2017/A/2/thecomet_20131025_1906.gml.20.tgf,168,233,0.00825539,8,126,25,2.68,9
645,2017,2017/A/2/WS_200_28_50_70.tgf,200,2800,0.07,1,1,1,200.0,200
646,2017,2017/A/2/WS_300_16_70_30.tgf,300,2400,0.0266667,1,1,1,300.0,300
647,2017,2017/A/2/WS_300_16_90_30.tgf,300,2400,0.0266667,1,1,1,300.0,300
