instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize,totoddcycles,isbipartite,maxwidth,t_c,nt_c,mx,mx2,mx3,mx4,px
2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579,1579,13416,0,1,4.01E-07,43.6971,43.6971,43.0193,4.63785,832677,9.2757
2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874,1874,18356,0,1,5.22E-07,10.8312,10.8312,10.7391,2.31723,2818920,4.63446
2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040,2040,21512,0,1,0.000001406,2,2,2,1,5375960,2
2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509,3509,74703,0,1,3.03E-06,2,2,2,1,671525000,2
2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749,1749,16103,0,1,3.23E-07,174.633,174.633,170.756,9.24003,1704570,18.4801
2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244,2244,25676,0,1,7.92E-07,6.60449,6.60449,6.56542,1.81183,11464900,3.62365
2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958,1958,19893,0,1,3.93E-06,2,2,2,1,3920960,2
2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498,2498,33055,0,1,0.000000282,289.017,289.017,281.911,11.8725,28030000,23.745
2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555,2555,33100,0,1,7.01E-07,12.4017,12.4017,12.2885,2.47876,34029100,4.95753
2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322,2322,29172,0,1,4.54E-07,82.0388,82.0388,80.5291,6.34543,15153900,12.6909
2015/testset1_gr_small/g_326740__2846__1_1_1__856847380.tgf,2846,81536,0.0100665,3,340,1,2507,2507,32281,0,1,0.000000541,14.0657,14.0657,13.9275,2.63889,28852200,5.27779
2015/testset1_gr_small/g_34388__1224__1_1_1__1618570817.tgf,1224,14843,0.00990738,3,254,1,971,971,4558,0,1,0.000000337,19.697,19.697,19.4712,3.12019,43955.2,6.24039
2015/testset1_gr_small/g_37371__1315__1_1_1__13936662.tgf,1315,17303,0.0100062,3,331,1,985,985,5079,0,1,0.000000489,6.60385,6.60385,6.56415,1.81165,47456.5,3.6233
2015/testset1_gr_small/g_37710__1278__1_1_1__1301640185.tgf,1278,16335,0.0100013,3,231,1,1048,1048,5760,0,1,0.00000021,156.791,156.791,153.383,8.75738,66624,17.5148
2015/testset1_gr_small/g_40398__1624__1_1_1__1406182594.tgf,1624,26592,0.0100827,3,256,1,1369,1369,9740,0,1,3.25E-07,156.75,156.75,153.303,8.75509,325407,17.5102
2015/testset1_gr_small/g_40400__1866__1_1_1__2110861149.tgf,1866,35042,0.0100639,3,465,1,1402,1402,10621,0,1,0.000001401,2,2,2,1,379170,2
2015/testset1_gr_small/g_482638__3144__1_1_1__1117360409.tgf,3144,98869,0.0100022,3,577,1,2568,2568,32855,0,1,2.66E-06,2,2,2,1,35577300,2
2015/testset1_gr_small/g_483143__2797__1_1_1__1544035168.tgf,2797,78550,0.0100406,3,190,1,2608,2608,36212,0,1,1.20E-07,15657,15657,14965.7,86.5034,40676900,173.007
2015/testset1_gr_small/g_744390__3740__1_1_1__867341271.tgf,3740,140457,0.0100415,3,537,1,3204,3204,54516,0,1,0.000001897,2,2,2,1,271747000,2
2015/testset1_gr_small/g_808769__3600__1_1_1__1535552993.tgf,3600,129579,0.00999838,3,239,1,3362,3362,57033,0,1,2.75E-07,1031.03,1031.03,999.165,22.3513,436273000,44.7027
2015/testset1_gr_small/g_832400__3589__1_1_1__53785996.tgf,3589,129312,0.010039,3,317,1,3273,3273,55456,0,1,4.50E-07,21.8061,21.8061,21.5453,3.28217,334568000,6.56435
2015/testset1_gr_small/g_844869__3737__1_1_1__328671792.tgf,3737,140189,0.0100385,3,386,1,3352,3352,57442,0,1,8.52E-07,7.94435,7.94435,7.88936,1.98612,423394000,3.97225
2015/testset1_gr_small/g_962561__3713__1_1_1__853528170.tgf,3713,138560,0.0100505,3,355,1,3359,3359,59775,0,1,0.000000632,21.8057,21.8057,21.5445,3.28211,432125000,6.56422
2015/testset8_scc_medium/1004485__826_8__0_1_4__-1244770945.tgf,826,50446,0.0739378,4,8,8,103.25,116,17469,0,5,0,2927.43,2927.43,677.992,31.9108,46.3663,693.858
2015/testset8_scc_medium/1066801__777_18__0_4_9__1685411540.tgf,777,11792,0.0195319,2,18,18,43.1667,67,461,0,17,0,529.593,529.593,321.024,53.556,88.7512,845.617
2015/testset8_scc_medium/1182638__754_34__0_1_2__188042652.tgf,754,17115,0.0301047,13,34,34,22.1765,32,8610,0,6,0,639.053,639.053,431.605,38.3301,77.5788,6.77E+14
2015/testset8_scc_medium/1187240__311_65__0_5_3916__1661971321.tgf,311,2841,0.0293731,23,65,56,5.39286,15,239,0,5,0,993.158,993.158,875.049,59.5973,77.5263,4.23E+30
2015/testset8_scc_medium/1251262__780_20__0_1_2__-81345856.tgf,780,25676,0.0422025,10,20,20,39,45,4286,0,4,0,868.23,868.23,420.794,27.6567,58.7282,2918240000
2015/testset8_scc_medium/141744__500_14__0_1_1__1497926930.tgf,500,12114,0.048456,5,14,14,35.7143,50,4883,0,4,0,362.441,362.441,161.533,20.6525,39.4539,67793.7
2015/testset8_scc_medium/147754__315_2__2_2_4__2000466022.tgf,315,27352,0.275656,2,2,2,157.5,174,17962,0,1,0,687.742,687.742,126.862,8.9329,17.8336,15.8658
2015/testset8_scc_medium/149836__393_63__0_2_44__1706985912.tgf,393,4071,0.0263582,27,63,56,6.89286,17,1252,0,5,0.000000001,1232.81,1232.81,1073.15,59.4636,84.7985,3.05E+35
2015/testset8_scc_medium/153111__499_16__0_4_18__-1668271218.tgf,499,11808,0.0474215,6,16,16,31.1875,40,194,0,5,0,382.303,382.303,193.913,22.2548,41.5851,470494
2015/testset8_scc_medium/176544__442_39__0_2_6__-1119795536.tgf,442,5634,0.0288385,17,39,39,11.3333,19,1477,0,4,0,674.66,674.66,529.231,42.6118,69.0625,2.99E+20
2015/testset8_scc_medium/176618__243_1__0_1_1__-528315330.tgf,243,29366,0.497316,1,1,1,243,243,14745,0,1,0,2123.53,2123.53,228.503,15.1163,15.1163,15.1163
2015/testset8_scc_medium/177161__455_4__0_1_3__-1069061722.tgf,455,28396,0.137162,3,4,4,113.75,123,12677,0,2,0,1167.08,1167.08,249.055,14.7827,25.3301,76.6962
2015/testset8_scc_medium/507634__636_34__0_3_20__2007880049.tgf,636,11867,0.0293377,10,34,34,18.7059,30,4217,0,6,0,524.15,524.15,364.355,39.727,70.7567,1.05E+12
2015/testset8_scc_medium/515617__417_50__0_3_1011__-972170922.tgf,417,4671,0.026862,19,50,49,8.4898,16,1014,0,4,0,802.021,802.021,680.177,52.6784,79.274,9.43E+24
2015/testset8_scc_medium/517683__679_12__0_1_4__1310307751.tgf,679,26096,0.0566023,4,12,12,56.5833,69,6865,0,4,0,578.339,578.339,213.788,22.0566,44.2261,5397.75
2015/testset8_scc_medium/548783__649_27__0_1_1__-724323804.tgf,649,14109,0.0334971,11,27,27,24.037,30,369,0,4,0,585.627,585.627,367.304,32.6511,63.9505,1.57E+12
2015/testset8_scc_medium/604344__458_39__0_8_1297__1654901794.tgf,458,5947,0.0283509,19,39,37,12.3243,22,3009,0,4,0,850.167,850.167,672.903,41.6147,67.4936,4.20E+20
2015/testset8_scc_medium/619832__652_13__0_1_2__-650582955.tgf,652,25347,0.0596254,6,13,13,50.1538,68,2650,0,3,0,604.366,604.366,236.476,20.1599,44.0966,183355
2015/testset8_scc_medium/725443__490_2__0_1_1__-554970472.tgf,490,66224,0.275818,2,2,2,245,246,15035,0,1,0,4346.24,4346.24,457.565,16.109,29.92,30.2181
2015/testset8_scc_medium/826149__351_1__0_1_1__-2107104421.tgf,351,61199,0.496741,1,1,1,351,351,30603,0,1,0,10021,10021,689.092,26.2506,26.2506,26.2506
2015/testset8_scc_medium/853046__696_686__8_8_27__1212478239.tgf,696,736,0.00151936,3,686,10,2,2,0,1,8,3.31E-07,35.7952,35.7952,31.178,11.4007,12.777,174.045
2015/testset8_scc_medium/874460__733_24__0_2_9__2021310947.tgf,733,19049,0.0354539,9,24,24,30.5417,42,837,0,3,0,495.354,495.354,290.232,29.57,62.9729,5414390000
2015/testset8_scc_medium/940270__703_28__0_1_2__1173096395.tgf,703,16700,0.0337914,13,28,28,25.1071,34,8394,0,4,0,871.947,871.947,506.97,34.5892,66.251,1.38E+14
2015/testset8_scc_medium/971739__757_14__0_1_1__1361260072.tgf,757,29035,0.0506676,6,14,14,54.0714,63,10637,0,3,0,474.132,474.132,189.785,19.0958,50.3312,367847
